county,precinct,office,district,party,candidate,votes,failsafe_provisional,failsafe,absentee_by_mail,election_day,in-person_absentee,provisional
Charleston,Mt. Pleasant 39,"State House of Representatives, District 112",112,REP,Joe Bustos,170,0,0,25,144,1
Charleston,Failsafe,"State House of Representatives, District 112",112,REP,Joe Bustos,0,0,0,0,0,0
Charleston,Provisional,"State House of Representatives, District 112",112,REP,Joe Bustos,0,0,0,0,0,0
Charleston,Failsafe Provisional,"State House of Representatives, District 112",112,REP,Joe Bustos,1,1,0,0,0,0
Charleston,Kiawah Island,"State House of Representatives, District 115",115,REP,Josh Stokes,145,0,0,62,81,2
Charleston,Town of Seabrook,"State House of Representatives, District 115",115,REP,Josh Stokes,197,0,0,90,106,1
Charleston,Folly Beach 1,"State House of Representatives, District 115",115,REP,Josh Stokes,68,0,0,4,61,3
Charleston,Folly Beach 2,"State House of Representatives, District 115",115,REP,Josh Stokes,89,0,0,20,68,1
Charleston,James Island 1A,"State House of Representatives, District 115",115,REP,Josh Stokes,96,0,0,17,79,0
Charleston,James Island 1B,"State House of Representatives, District 115",115,REP,Josh Stokes,7,0,0,3,4,0
Charleston,James Island 5A,"State House of Representatives, District 115",115,REP,Josh Stokes,150,0,0,60,83,7
Charleston,James Island 5B,"State House of Representatives, District 115",115,REP,Josh Stokes,96,0,0,30,61,5
Charleston,James Island 6,"State House of Representatives, District 115",115,REP,Josh Stokes,110,0,0,27,80,3
Charleston,James Island 7,"State House of Representatives, District 115",115,REP,Josh Stokes,113,0,0,40,70,3
Charleston,James Island 8A,"State House of Representatives, District 115",115,REP,Josh Stokes,69,0,0,37,32,0
Charleston,James Island 8B,"State House of Representatives, District 115",115,REP,Josh Stokes,88,0,0,18,68,2
Charleston,James Island 9,"State House of Representatives, District 115",115,REP,Josh Stokes,94,0,0,20,73,1
Charleston,James Island 10,"State House of Representatives, District 115",115,REP,Josh Stokes,85,0,0,31,51,3
Charleston,James Island 11,"State House of Representatives, District 115",115,REP,Josh Stokes,162,0,0,46,114,2
Charleston,James Island 12,"State House of Representatives, District 115",115,REP,Josh Stokes,157,0,0,53,99,5
Charleston,James Island 13,"State House of Representatives, District 115",115,REP,Josh Stokes,132,0,0,54,78,0
Charleston,James Island 14,"State House of Representatives, District 115",115,REP,Josh Stokes,88,0,0,15,72,1
Charleston,James Island 15,"State House of Representatives, District 115",115,REP,Josh Stokes,78,0,0,7,67,4
Charleston,James Island 17,"State House of Representatives, District 115",115,REP,Josh Stokes,68,0,0,16,51,1
Charleston,James Island 19,"State House of Representatives, District 115",115,REP,Josh Stokes,69,0,0,7,61,1
Charleston,James Island 20,"State House of Representatives, District 115",115,REP,Josh Stokes,45,0,0,10,35,0
Charleston,Failsafe,"State House of Representatives, District 115",115,REP,Josh Stokes,0,0,0,0,0,0
Charleston,Provisional,"State House of Representatives, District 115",115,REP,Josh Stokes,0,0,0,0,0,0
Charleston,Failsafe Provisional,"State House of Representatives, District 115",115,REP,Josh Stokes,0,0,0,0,0,0
Charleston,Kiawah Island,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,211,0,0,83,128,0
Charleston,Town of Seabrook,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,248,0,0,98,149,1
Charleston,Folly Beach 1,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,62,0,0,7,53,2
Charleston,Folly Beach 2,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,91,0,0,18,73,0
Charleston,James Island 1A,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,94,0,0,18,72,4
Charleston,James Island 1B,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,3,0,0,0,3,0
Charleston,James Island 5A,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,89,0,0,45,42,2
Charleston,James Island 5B,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,40,0,0,16,24,0
Charleston,James Island 6,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,80,0,0,20,58,2
Charleston,James Island 7,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,93,0,0,29,57,7
Charleston,James Island 8A,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,99,0,0,77,22,0
Charleston,James Island 8B,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,69,0,0,22,47,0
Charleston,James Island 9,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,88,0,0,24,59,5
Charleston,James Island 10,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,52,0,0,14,36,2
Charleston,James Island 11,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,119,0,0,43,72,4
Charleston,James Island 12,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,79,0,0,42,33,4
Charleston,James Island 13,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,130,0,0,40,85,5
Charleston,James Island 14,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,67,0,0,23,42,2
Charleston,James Island 15,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,86,0,0,19,66,1
Charleston,James Island 17,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,101,0,0,35,63,3
Charleston,James Island 19,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,58,0,0,19,38,1
Charleston,James Island 20,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,60,0,0,19,41,0
Charleston,Failsafe,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,0,0,0,0,0,0
Charleston,Provisional,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,0,0,0,0,0,0
Charleston,Failsafe Provisional,"State House of Representatives, District 115",115,REP,Kathleen G Wilson,0,0,0,0,0,0
Charleston,Deer Park 1A,"State House of Representatives, District 117",117,REP,Bill Crosby,25,0,0,3,22,0
Charleston,Deer Park 1B,"State House of Representatives, District 117",117,REP,Bill Crosby,143,0,0,112,26,5
Charleston,Deer Park 2A,"State House of Representatives, District 117",117,REP,Bill Crosby,34,0,0,8,23,3
Charleston,Deer Park 2B,"State House of Representatives, District 117",117,REP,Bill Crosby,29,0,0,9,20,0
Charleston,Deer Park 2C,"State House of Representatives, District 117",117,REP,Bill Crosby,67,0,0,30,37,0
Charleston,Deer Park 3,"State House of Representatives, District 117",117,REP,Bill Crosby,7,0,0,0,7,0
Charleston,Failsafe,"State House of Representatives, District 117",117,REP,Bill Crosby,0,0,0,0,0,0
Charleston,Provisional,"State House of Representatives, District 117",117,REP,Bill Crosby,0,0,0,0,0,0
Charleston,Failsafe Provisional,"State House of Representatives, District 117",117,REP,Bill Crosby,0,0,0,0,0,0
Charleston,Deer Park 1A,"State House of Representatives, District 117",117,REP,Jordan Pace,42,0,0,2,40,0
Charleston,Deer Park 1B,"State House of Representatives, District 117",117,REP,Jordan Pace,66,0,0,35,27,4
Charleston,Deer Park 2A,"State House of Representatives, District 117",117,REP,Jordan Pace,39,0,0,5,34,0
Charleston,Deer Park 2B,"State House of Representatives, District 117",117,REP,Jordan Pace,36,0,0,3,28,5
Charleston,Deer Park 2C,"State House of Representatives, District 117",117,REP,Jordan Pace,70,0,0,15,51,4
Charleston,Deer Park 3,"State House of Representatives, District 117",117,REP,Jordan Pace,13,0,0,1,12,0
Charleston,Failsafe,"State House of Representatives, District 117",117,REP,Jordan Pace,1,0,1,0,0,0
Charleston,Provisional,"State House of Representatives, District 117",117,REP,Jordan Pace,0,0,0,0,0,0
Charleston,Failsafe Provisional,"State House of Representatives, District 117",117,REP,Jordan Pace,0,0,0,0,0,0
Charleston,Awendaw,Coroner,,DEM,Frank Broccolo,37,0,0,20,17,0
Charleston,Christ Church,Coroner,,DEM,Frank Broccolo,22,0,0,12,9,1
Charleston,Isle Of Palms 1A,Coroner,,DEM,Frank Broccolo,27,0,0,10,16,1
Charleston,Isle of Palms 1B,Coroner,,DEM,Frank Broccolo,50,0,0,21,29,0
Charleston,Isle of Palms 1C,Coroner,,DEM,Frank Broccolo,52,0,0,34,17,1
Charleston,Sullivans Island,Coroner,,DEM,Frank Broccolo,92,0,0,39,52,1
Charleston,McClellanville,Coroner,,DEM,Frank Broccolo,59,0,0,32,27,0
Charleston,Deer Park 1A,Coroner,,DEM,Frank Broccolo,28,0,0,7,19,2
Charleston,Deer Park 1B,Coroner,,DEM,Frank Broccolo,90,0,0,33,56,1
Charleston,Deer Park 2A,Coroner,,DEM,Frank Broccolo,50,0,0,4,44,2
Charleston,Deer Park 2B,Coroner,,DEM,Frank Broccolo,69,0,0,19,48,2
Charleston,Deer Park 2C,Coroner,,DEM,Frank Broccolo,25,0,0,5,20,0
Charleston,Deer Park 3,Coroner,,DEM,Frank Broccolo,68,0,0,4,61,3
Charleston,Lincolnville,Coroner,,DEM,Frank Broccolo,38,0,0,16,20,2
Charleston,Ladson,Coroner,,DEM,Frank Broccolo,68,0,0,22,42,4
Charleston,Edisto Island,Coroner,,DEM,Frank Broccolo,95,0,0,52,42,1
Charleston,Wadmalaw Island 1,Coroner,,DEM,Frank Broccolo,50,0,0,17,33,0
Charleston,Wadmalaw Island 2,Coroner,,DEM,Frank Broccolo,45,0,0,7,30,8
Charleston,Kiawah Island,Coroner,,DEM,Frank Broccolo,107,0,0,72,35,0
Charleston,Town of Seabrook,Coroner,,DEM,Frank Broccolo,170,0,0,124,46,0
Charleston,Folly Beach 1,Coroner,,DEM,Frank Broccolo,74,0,0,19,55,0
Charleston,Folly Beach 2,Coroner,,DEM,Frank Broccolo,114,0,0,39,74,1
Charleston,Charleston 1,Coroner,,DEM,Frank Broccolo,18,0,0,16,2,0
Charleston,Charleston 2,Coroner,,DEM,Frank Broccolo,13,0,0,3,10,0
Charleston,Charleston 3,Coroner,,DEM,Frank Broccolo,34,0,0,21,12,1
Charleston,Charleston 4,Coroner,,DEM,Frank Broccolo,30,0,0,13,15,2
Charleston,Charleston 5,Coroner,,DEM,Frank Broccolo,42,0,0,15,25,2
Charleston,Charleston 6,Coroner,,DEM,Frank Broccolo,42,0,0,17,25,0
Charleston,Charleston 7,Coroner,,DEM,Frank Broccolo,56,0,0,33,23,0
Charleston,Charleston 8,Coroner,,DEM,Frank Broccolo,39,0,0,7,32,0
Charleston,Charleston 9,Coroner,,DEM,Frank Broccolo,40,0,0,15,23,2
Charleston,Charleston 10,Coroner,,DEM,Frank Broccolo,10,0,0,1,9,0
Charleston,Charleston 11,Coroner,,DEM,Frank Broccolo,46,0,0,14,32,0
Charleston,Charleston 12,Coroner,,DEM,Frank Broccolo,62,0,0,22,37,3
Charleston,Charleston 13,Coroner,,DEM,Frank Broccolo,64,0,0,14,47,3
Charleston,Charleston 14,Coroner,,DEM,Frank Broccolo,39,0,0,4,34,1
Charleston,Charleston 15,Coroner,,DEM,Frank Broccolo,22,0,0,4,17,1
Charleston,Charleston 16,Coroner,,DEM,Frank Broccolo,56,0,0,10,46,0
Charleston,Charleston 17,Coroner,,DEM,Frank Broccolo,69,0,0,20,47,2
Charleston,Charleston 18,Coroner,,DEM,Frank Broccolo,55,0,0,14,39,2
Charleston,Charleston 19,Coroner,,DEM,Frank Broccolo,20,0,0,10,10,0
Charleston,Charleston 20,Coroner,,DEM,Frank Broccolo,64,0,0,31,30,3
Charleston,Charleston 21,Coroner,,DEM,Frank Broccolo,24,0,0,2,22,0
Charleston,Mt. Pleasant 1,Coroner,,DEM,Frank Broccolo,39,0,0,24,15,0
Charleston,Mt. Pleasant 2,Coroner,,DEM,Frank Broccolo,42,0,0,22,20,0
Charleston,Mt. Pleasant 3,Coroner,,DEM,Frank Broccolo,71,0,0,41,27,3
Charleston,Mt. Pleasant 4,Coroner,,DEM,Frank Broccolo,56,0,0,33,23,0
Charleston,Mt. Pleasant 5,Coroner,,DEM,Frank Broccolo,25,0,0,14,11,0
Charleston,Mt. Pleasant 6,Coroner,,DEM,Frank Broccolo,69,0,0,40,29,0
Charleston,Mt. Pleasant 7,Coroner,,DEM,Frank Broccolo,41,0,0,15,26,0
Charleston,Mt. Pleasant 8,Coroner,,DEM,Frank Broccolo,36,0,0,19,15,2
Charleston,Mt. Pleasant 9,Coroner,,DEM,Frank Broccolo,48,0,0,26,22,0
Charleston,Mt. Pleasant 10,Coroner,,DEM,Frank Broccolo,51,0,0,28,23,0
Charleston,Mt. Pleasant 11,Coroner,,DEM,Frank Broccolo,46,0,0,19,27,0
Charleston,Mt. Pleasant 12,Coroner,,DEM,Frank Broccolo,104,0,0,56,46,2
Charleston,Mt. Pleasant 13,Coroner,,DEM,Frank Broccolo,37,0,0,20,17,0
Charleston,Mt. Pleasant 14,Coroner,,DEM,Frank Broccolo,36,0,0,10,26,0
Charleston,Mt. Pleasant 15,Coroner,,DEM,Frank Broccolo,74,0,0,51,22,1
Charleston,Mt. Pleasant 16,Coroner,,DEM,Frank Broccolo,27,0,0,18,9,0
Charleston,Mt. Pleasant 17,Coroner,,DEM,Frank Broccolo,72,0,0,28,44,0
Charleston,Mt. Pleasant 18,Coroner,,DEM,Frank Broccolo,36,0,0,20,16,0
Charleston,Mt. Pleasant 19,Coroner,,DEM,Frank Broccolo,92,0,0,39,53,0
Charleston,Mt. Pleasant 20,Coroner,,DEM,Frank Broccolo,64,0,0,39,24,1
Charleston,Mt. Pleasant 21,Coroner,,DEM,Frank Broccolo,91,0,0,78,11,2
Charleston,Mt. Pleasant 22,Coroner,,DEM,Frank Broccolo,64,0,0,32,32,0
Charleston,Mt. Pleasant 23,Coroner,,DEM,Frank Broccolo,50,0,0,23,25,2
Charleston,Mt. Pleasant 24,Coroner,,DEM,Frank Broccolo,36,0,0,18,16,2
Charleston,Mt. Pleasant 25,Coroner,,DEM,Frank Broccolo,43,0,0,33,9,1
Charleston,Mt. Pleasant 26,Coroner,,DEM,Frank Broccolo,13,0,0,6,7,0
Charleston,Mt. Pleasant 27,Coroner,,DEM,Frank Broccolo,77,0,0,37,38,2
Charleston,Mt. Pleasant 28,Coroner,,DEM,Frank Broccolo,47,0,0,27,20,0
Charleston,Mt. Pleasant 29,Coroner,,DEM,Frank Broccolo,16,0,0,5,11,0
Charleston,Mt. Pleasant 30,Coroner,,DEM,Frank Broccolo,108,0,0,50,58,0
Charleston,Mt. Pleasant 31,Coroner,,DEM,Frank Broccolo,45,0,0,27,18,0
Charleston,Mt. Pleasant 32,Coroner,,DEM,Frank Broccolo,50,0,0,24,26,0
Charleston,Mt. Pleasant 33,Coroner,,DEM,Frank Broccolo,145,0,0,79,66,0
Charleston,Mt. Pleasant 34,Coroner,,DEM,Frank Broccolo,65,0,0,30,35,0
Charleston,Mt. Pleasant 35,Coroner,,DEM,Frank Broccolo,187,0,0,105,82,0
Charleston,Mt. Pleasant 36,Coroner,,DEM,Frank Broccolo,52,0,0,20,32,0
Charleston,Mt. Pleasant 37,Coroner,,DEM,Frank Broccolo,102,0,0,56,45,1
Charleston,Mt. Pleasant 38,Coroner,,DEM,Frank Broccolo,41,0,0,40,1,0
Charleston,Mt. Pleasant 39,Coroner,,DEM,Frank Broccolo,123,0,0,61,58,4
Charleston,James Island 1A,Coroner,,DEM,Frank Broccolo,108,0,0,44,59,5
Charleston,James Island 1B,Coroner,,DEM,Frank Broccolo,28,0,0,7,21,0
Charleston,James Island 3,Coroner,,DEM,Frank Broccolo,25,0,0,2,23,0
Charleston,James Island 5A,Coroner,,DEM,Frank Broccolo,50,0,0,22,28,0
Charleston,James Island 5B,Coroner,,DEM,Frank Broccolo,29,0,0,15,14,0
Charleston,James Island 6,Coroner,,DEM,Frank Broccolo,87,0,0,39,48,0
Charleston,James Island 7,Coroner,,DEM,Frank Broccolo,115,0,0,57,55,3
Charleston,James Island 8A,Coroner,,DEM,Frank Broccolo,98,0,0,66,30,2
Charleston,James Island 8B,Coroner,,DEM,Frank Broccolo,101,0,0,41,58,2
Charleston,James Island 9,Coroner,,DEM,Frank Broccolo,88,0,0,25,59,4
Charleston,James Island 10,Coroner,,DEM,Frank Broccolo,76,0,0,31,43,2
Charleston,James Island 11,Coroner,,DEM,Frank Broccolo,104,0,0,48,53,3
Charleston,James Island 12,Coroner,,DEM,Frank Broccolo,81,0,0,53,28,0
Charleston,James Island 13,Coroner,,DEM,Frank Broccolo,118,0,0,78,40,0
Charleston,James Island 14,Coroner,,DEM,Frank Broccolo,59,0,0,21,33,5
Charleston,James Island 15,Coroner,,DEM,Frank Broccolo,95,0,0,21,72,2
Charleston,James Island 17,Coroner,,DEM,Frank Broccolo,73,0,0,24,49,0
Charleston,James Island 19,Coroner,,DEM,Frank Broccolo,83,0,0,25,55,3
Charleston,James Island 20,Coroner,,DEM,Frank Broccolo,105,0,0,48,56,1
Charleston,James Island 22,Coroner,,DEM,Frank Broccolo,108,0,0,57,51,0
Charleston,Johns Island 1A,Coroner,,DEM,Frank Broccolo,46,0,0,28,14,4
Charleston,Johns Island 1B,Coroner,,DEM,Frank Broccolo,84,0,0,38,41,5
Charleston,Johns Island 2,Coroner,,DEM,Frank Broccolo,200,0,0,89,110,1
Charleston,Johns Island 3A,Coroner,,DEM,Frank Broccolo,150,0,0,74,74,2
Charleston,Johns Island 3B,Coroner,,DEM,Frank Broccolo,54,0,0,32,21,1
Charleston,Johns Island 4,Coroner,,DEM,Frank Broccolo,21,0,0,9,9,3
Charleston,St. Pauls 1,Coroner,,DEM,Frank Broccolo,33,0,0,2,31,0
Charleston,St. Pauls 2A,Coroner,,DEM,Frank Broccolo,19,0,0,2,17,0
Charleston,St. Pauls 2B,Coroner,,DEM,Frank Broccolo,57,0,0,13,41,3
Charleston,St. Pauls 3,Coroner,,DEM,Frank Broccolo,50,0,0,22,26,2
Charleston,St. Pauls 4,Coroner,,DEM,Frank Broccolo,104,0,0,19,79,6
Charleston,St. Pauls 5,Coroner,,DEM,Frank Broccolo,38,0,0,15,23,0
Charleston,St. Pauls 6,Coroner,,DEM,Frank Broccolo,92,0,0,51,39,2
Charleston,St. Andrews 1,Coroner,,DEM,Frank Broccolo,16,0,0,6,6,4
Charleston,St. Andrews 2,Coroner,,DEM,Frank Broccolo,44,0,0,17,27,0
Charleston,St. Andrews 3,Coroner,,DEM,Frank Broccolo,44,0,0,12,31,1
Charleston,St. Andrews 4,Coroner,,DEM,Frank Broccolo,53,0,0,32,21,0
Charleston,St. Andrews 5,Coroner,,DEM,Frank Broccolo,80,0,0,40,38,2
Charleston,St. Andrews 6,Coroner,,DEM,Frank Broccolo,46,0,0,14,32,0
