county,precinct,office,district,candidate,party,votes,early_voting,failsafe_provisional,provisional,failsafe,absentee_by_mail,election_day
Clarendon,New Zion,U.S. House,6,Justin Scott,REP,55,1,0,0,0,0,54
Clarendon,Paxville,U.S. House,6,Justin Scott,REP,21,1,0,0,0,0,20
Clarendon,Panola,U.S. House,6,Justin Scott,REP,8,2,0,0,0,0,6
Clarendon,Sardina-Gable,U.S. House,6,Justin Scott,REP,21,4,0,0,0,0,17
Clarendon,Summerton No. 1,U.S. House,6,Justin Scott,REP,92,27,0,0,0,6,59
Clarendon,Summerton No. 2,U.S. House,6,Justin Scott,REP,0,0,0,0,0,0,0
Clarendon,Summerton No. 3,U.S. House,6,Justin Scott,REP,18,0,0,0,0,0,18
Clarendon,Turbeville,U.S. House,6,Justin Scott,REP,57,3,0,0,0,0,54
Clarendon,Wilson Foreston,U.S. House,6,Justin Scott,REP,41,15,0,0,0,0,26
Clarendon,Oakdale,U.S. House,6,Justin Scott,REP,17,1,0,0,0,0,16
Clarendon,Failsafe,U.S. House,6,Justin Scott,REP,0,0,0,0,0,0,0
Clarendon,Provisional,U.S. House,6,Justin Scott,REP,1,0,0,1,0,0,0
Clarendon,Failsafe Provisional,U.S. House,6,Justin Scott,REP,0,0,0,0,0,0,0
Clarendon,Alcolu,State Senate,36,Leon Winn,REP,11,0,0,0,0,0,11
Clarendon,Barrineau,State Senate,36,Leon Winn,REP,4,0,0,0,0,0,4
Clarendon,Barrows Mill,State Senate,36,Leon Winn,REP,5,0,0,0,0,0,5
Clarendon,Bloomville,State Senate,36,Leon Winn,REP,9,2,0,0,0,3,4
Clarendon,Calvary,State Senate,36,Leon Winn,REP,8,2,0,0,0,0,6
Clarendon,Davis Station,State Senate,36,Leon Winn,REP,32,15,0,0,0,0,17
Clarendon,Harmony,State Senate,36,Leon Winn,REP,20,3,0,0,0,0,17
Clarendon,Hicks,State Senate,36,Leon Winn,REP,5,0,0,0,0,0,5
Clarendon,Home Branch,State Senate,36,Leon Winn,REP,9,2,0,0,0,0,7
Clarendon,Jordan,State Senate,36,Leon Winn,REP,58,18,0,0,0,4,36
Clarendon,Manning No. 1,State Senate,36,Leon Winn,REP,11,3,0,0,0,0,8
Clarendon,Manning No. 2,State Senate,36,Leon Winn,REP,13,4,0,0,0,4,5
Clarendon,Manning No. 3,State Senate,36,Leon Winn,REP,20,9,0,0,0,0,11
Clarendon,Manning No. 4,State Senate,36,Leon Winn,REP,9,4,0,0,0,0,5
Clarendon,Manning No. 5,State Senate,36,Leon Winn,REP,13,3,0,0,0,0,10
Clarendon,New Zion,State Senate,36,Leon Winn,REP,14,2,0,0,0,1,11
Clarendon,Paxville,State Senate,36,Leon Winn,REP,26,6,0,0,0,0,20
Clarendon,Panola,State Senate,36,Leon Winn,REP,2,0,0,0,0,0,2
Clarendon,Sardina-Gable,State Senate,36,Leon Winn,REP,12,2,0,0,0,0,10
Clarendon,Summerton No. 1,State Senate,36,Leon Winn,REP,36,15,0,0,0,2,19
Clarendon,Summerton No. 2,State Senate,36,Leon Winn,REP,1,0,0,0,0,0,1
Clarendon,Summerton No. 3,State Senate,36,Leon Winn,REP,16,8,0,0,0,0,8
Clarendon,Turbeville,State Senate,36,Leon Winn,REP,9,1,0,0,0,0,8
Clarendon,Wilson Foreston,State Senate,36,Leon Winn,REP,11,1,0,0,0,0,10
Clarendon,Oakdale,State Senate,36,Leon Winn,REP,4,1,0,0,0,0,3
Clarendon,Failsafe,State Senate,36,Leon Winn,REP,0,0,0,0,0,0,0
Clarendon,Provisional,State Senate,36,Leon Winn,REP,1,0,0,1,0,0,0
Clarendon,Failsafe Provisional,State Senate,36,Leon Winn,REP,0,0,0,0,0,0,0
Clarendon,Alcolu,State Senate,36,Jeff Zell,REP,55,14,0,0,0,0,41
Clarendon,Barrineau,State Senate,36,Jeff Zell,REP,66,0,0,0,0,0,66
Clarendon,Barrows Mill,State Senate,36,Jeff Zell,REP,31,3,0,0,0,0,28
Clarendon,Bloomville,State Senate,36,Jeff Zell,REP,34,9,0,0,0,1,24
Clarendon,Calvary,State Senate,36,Jeff Zell,REP,7,0,0,0,0,0,7
Clarendon,Davis Station,State Senate,36,Jeff Zell,REP,96,31,0,0,0,6,59
Clarendon,Harmony,State Senate,36,Jeff Zell,REP,44,11,0,0,0,0,33
Clarendon,Hicks,State Senate,36,Jeff Zell,REP,99,6,0,0,0,0,93
Clarendon,Home Branch,State Senate,36,Jeff Zell,REP,11,5,0,0,0,0,6
Clarendon,Jordan,State Senate,36,Jeff Zell,REP,209,80,0,0,0,2,127
Clarendon,Manning No. 1,State Senate,36,Jeff Zell,REP,22,7,0,0,0,2,13
Clarendon,Manning No. 2,State Senate,36,Jeff Zell,REP,54,26,0,0,0,0,28
Clarendon,Manning No. 3,State Senate,36,Jeff Zell,REP,90,41,0,0,0,4,45
Clarendon,Manning No. 4,State Senate,36,Jeff Zell,REP,20,7,0,0,0,0,13
Clarendon,Manning No. 5,State Senate,36,Jeff Zell,REP,44,22,0,0,0,2,20
Clarendon,New Zion,State Senate,36,Jeff Zell,REP,81,3,0,0,0,0,78
Clarendon,Paxville,State Senate,36,Jeff Zell,REP,32,3,0,0,0,0,29
Clarendon,Panola,State Senate,36,Jeff Zell,REP,12,2,0,0,0,1,9
Clarendon,Sardina-Gable,State Senate,36,Jeff Zell,REP,17,4,0,0,0,0,13
Clarendon,Summerton No. 1,State Senate,36,Jeff Zell,REP,158,48,0,0,0,12,98
Clarendon,Summerton No. 2,State Senate,36,Jeff Zell,REP,3,0,0,0,0,0,3
Clarendon,Summerton No. 3,State Senate,36,Jeff Zell,REP,18,2,0,0,0,0,16
Clarendon,Turbeville,State Senate,36,Jeff Zell,REP,144,10,0,0,0,0,134
Clarendon,Wilson Foreston,State Senate,36,Jeff Zell,REP,56,20,0,0,0,0,36
Clarendon,Oakdale,State Senate,36,Jeff Zell,REP,23,1,0,0,0,0,22
Clarendon,Failsafe,State Senate,36,Jeff Zell,REP,0,0,0,0,0,0,0
Clarendon,Provisional,State Senate,36,Jeff Zell,REP,1,0,0,1,0,0,0
Clarendon,Failsafe Provisional,State Senate,36,Jeff Zell,REP,0,0,0,0,0,0,0
Clarendon,Alcolu,State Senate,36,Eleazer Leazer Carter,DEM,16,4,0,0,0,2,10
Clarendon,Barrineau,State Senate,36,Eleazer Leazer Carter,DEM,2,0,0,0,0,0,2
Clarendon,Barrows Mill,State Senate,36,Eleazer Leazer Carter,DEM,9,2,0,0,0,0,7
Clarendon,Bloomville,State Senate,36,Eleazer Leazer Carter,DEM,3,2,0,0,0,1,0
Clarendon,Calvary,State Senate,36,Eleazer Leazer Carter,DEM,23,5,0,0,0,1,17
Clarendon,Davis Station,State Senate,36,Eleazer Leazer Carter,DEM,61,23,0,0,0,3,35
Clarendon,Harmony,State Senate,36,Eleazer Leazer Carter,DEM,32,7,0,0,0,0,25
Clarendon,Hicks,State Senate,36,Eleazer Leazer Carter,DEM,5,1,0,0,0,0,4
Clarendon,Home Branch,State Senate,36,Eleazer Leazer Carter,DEM,2,2,0,0,0,0,0
Clarendon,Jordan,State Senate,36,Eleazer Leazer Carter,DEM,32,12,0,0,0,1,19
Clarendon,Manning No. 1,State Senate,36,Eleazer Leazer Carter,DEM,19,8,0,0,0,0,11
Clarendon,Manning No. 2,State Senate,36,Eleazer Leazer Carter,DEM,13,9,0,0,0,0,4
Clarendon,Manning No. 3,State Senate,36,Eleazer Leazer Carter,DEM,49,15,0,0,0,2,32
Clarendon,Manning No. 4,State Senate,36,Eleazer Leazer Carter,DEM,47,20,0,0,0,1,26
Clarendon,Manning No. 5,State Senate,36,Eleazer Leazer Carter,DEM,25,13,0,0,0,1,11
Clarendon,New Zion,State Senate,36,Eleazer Leazer Carter,DEM,8,3,0,0,0,0,5
Clarendon,Paxville,State Senate,36,Eleazer Leazer Carter,DEM,38,11,0,0,0,0,27
Clarendon,Panola,State Senate,36,Eleazer Leazer Carter,DEM,12,3,0,0,0,0,9
Clarendon,Sardina-Gable,State Senate,36,Eleazer Leazer Carter,DEM,14,1,0,0,0,1,12
Clarendon,Summerton No. 1,State Senate,36,Eleazer Leazer Carter,DEM,71,31,0,0,0,4,36
Clarendon,Summerton No. 2,State Senate,36,Eleazer Leazer Carter,DEM,30,21,0,0,0,0,9
Clarendon,Summerton No. 3,State Senate,36,Eleazer Leazer Carter,DEM,61,26,0,0,0,8,27
Clarendon,Turbeville,State Senate,36,Eleazer Leazer Carter,DEM,27,12,0,0,0,0,15
Clarendon,Wilson Foreston,State Senate,36,Eleazer Leazer Carter,DEM,38,22,0,0,0,0,16
Clarendon,Oakdale,State Senate,36,Eleazer Leazer Carter,DEM,14,1,0,0,0,0,13
Clarendon,Failsafe,State Senate,36,Eleazer Leazer Carter,DEM,0,0,0,0,0,0,0
Clarendon,Provisional,State Senate,36,Eleazer Leazer Carter,DEM,1,0,0,1,0,0,0
Clarendon,Failsafe Provisional,State Senate,36,Eleazer Leazer Carter,DEM,0,0,0,0,0,0,0
Clarendon,Alcolu,State Senate,36,Kevin L Johnson,DEM,86,48,0,0,0,0,38
Clarendon,Barrineau,State Senate,36,Kevin L Johnson,DEM,2,0,0,0,0,0,2
Clarendon,Barrows Mill,State Senate,36,Kevin L Johnson,DEM,7,1,0,0,0,0,6
Clarendon,Bloomville,State Senate,36,Kevin L Johnson,DEM,28,14,0,0,0,3,11
Clarendon,Calvary,State Senate,36,Kevin L Johnson,DEM,70,34,0,0,0,4,32
Clarendon,Davis Station,State Senate,36,Kevin L Johnson,DEM,89,54,0,0,0,2,33
Clarendon,Harmony,State Senate,36,Kevin L Johnson,DEM,65,19,0,0,0,1,45
Clarendon,Hicks,State Senate,36,Kevin L Johnson,DEM,4,0,0,0,0,0,4
Clarendon,Home Branch,State Senate,36,Kevin L Johnson,DEM,9,4,0,0,0,0,5
Clarendon,Jordan,State Senate,36,Kevin L Johnson,DEM,119,70,0,0,0,9,40
Clarendon,Manning No. 1,State Senate,36,Kevin L Johnson,DEM,80,46,0,0,0,2,32
Clarendon,Manning No. 2,State Senate,36,Kevin L Johnson,DEM,94,56,0,0,0,5,33
Clarendon,Manning No. 3,State Senate,36,Kevin L Johnson,DEM,155,98,0,0,0,2,55
Clarendon,Manning No. 4,State Senate,36,Kevin L Johnson,DEM,254,150,0,0,0,12,92
Clarendon,Manning No. 5,State Senate,36,Kevin L Johnson,DEM,84,49,0,0,0,1,34
Clarendon,New Zion,State Senate,36,Kevin L Johnson,DEM,31,4,0,0,0,1,26
Clarendon,Paxville,State Senate,36,Kevin L Johnson,DEM,111,52,0,0,0,1,58
Clarendon,Panola,State Senate,36,Kevin L Johnson,DEM,27,16,0,0,0,0,11
Clarendon,Sardina-Gable,State Senate,36,Kevin L Johnson,DEM,36,9,0,0,0,0,27
Clarendon,Summerton No. 1,State Senate,36,Kevin L Johnson,DEM,128,64,0,0,0,24,40
Clarendon,Summerton No. 2,State Senate,36,Kevin L Johnson,DEM,50,28,0,0,0,2,20
Clarendon,Summerton No. 3,State Senate,36,Kevin L Johnson,DEM,135,60,0,0,0,26,49
Clarendon,Turbeville,State Senate,36,Kevin L Johnson,DEM,29,6,0,0,0,0,23
Clarendon,Wilson Foreston,State Senate,36,Kevin L Johnson,DEM,142,69,0,0,0,19,54
Clarendon,Oakdale,State Senate,36,Kevin L Johnson,DEM,21,8,0,0,0,0,13
Clarendon,Failsafe,State Senate,36,Kevin L Johnson,DEM,0,0,0,0,0,0,0
Clarendon,Provisional,State Senate,36,Kevin L Johnson,DEM,6,0,0,6,0,0,0
Clarendon,Failsafe Provisional,State Senate,36,Kevin L Johnson,DEM,0,0,0,0,0,0,0
Clarendon,Alcolu,State House,64,Quadri Bell,DEM,88,48,0,0,0,1,39
Clarendon,Barrineau,State House,64,Quadri Bell,DEM,3,0,0,0,0,0,3
Clarendon,Barrows Mill,State House,64,Quadri Bell,DEM,13,3,0,0,0,0,10
Clarendon,Bloomville,State House,64,Quadri Bell,DEM,25,13,0,0,0,4,8
Clarendon,Calvary,State House,64,Quadri Bell,DEM,76,31,0,0,0,4,41
Clarendon,Davis Station,State House,64,Quadri Bell,DEM,103,55,0,0,0,2,46
Clarendon,Harmony,State House,64,Quadri Bell,DEM,78,22,0,0,0,0,56
Clarendon,Hicks,State House,64,Quadri Bell,DEM,6,0,0,0,0,0,6
Clarendon,Home Branch,State House,64,Quadri Bell,DEM,13,7,0,0,0,0,6
Clarendon,Jordan,State House,64,Quadri Bell,DEM,107,61,0,0,0,6,40
Clarendon,Manning No. 1,State House,64,Quadri Bell,DEM,66,38,0,0,0,2,26
Clarendon,Manning No. 2,State House,64,Quadri Bell,DEM,90,55,0,0,0,5,30
Clarendon,Manning No. 3,State House,64,Quadri Bell,DEM,159,93,0,0,0,3,63
Clarendon,Manning No. 4,State House,64,Quadri Bell,DEM,244,135,0,0,0,9,100
Clarendon,Manning No. 5,State House,64,Quadri Bell,DEM,77,41,0,0,0,1,35
Clarendon,New Zion,State House,64,Quadri Bell,DEM,31,5,0,0,0,1,25
Clarendon,Paxville,State House,64,Quadri Bell,DEM,111,53,0,0,0,1,57
Clarendon,Panola,State House,64,Quadri Bell,DEM,31,16,0,0,0,0,15
Clarendon,Sardina-Gable,State House,64,Quadri Bell,DEM,37,8,0,0,0,1,28
Clarendon,Summerton No. 1,State House,64,Quadri Bell,DEM,149,76,0,0,0,24,49
Clarendon,Summerton No. 2,State House,64,Quadri Bell,DEM,66,41,0,0,0,1,24
Clarendon,Summerton No. 3,State House,64,Quadri Bell,DEM,152,70,0,0,0,24,58
Clarendon,Turbeville,State House,64,Quadri Bell,DEM,39,11,0,0,0,0,28
Clarendon,Wilson Foreston,State House,64,Quadri Bell,DEM,142,65,0,0,0,18,59
Clarendon,Oakdale,State House,64,Quadri Bell,DEM,27,8,0,0,0,0,19
Clarendon,Failsafe,State House,64,Quadri Bell,DEM,0,0,0,0,0,0,0
Clarendon,Provisional,State House,64,Quadri Bell,DEM,6,0,0,6,0,0,0
Clarendon,Failsafe Provisional,State House,64,Quadri Bell,DEM,0,0,0,0,0,0,0
Clarendon,Alcolu,State House,64,Arthur Moyd,DEM,12,2,0,0,0,1,9
Clarendon,Barrineau,State House,64,Arthur Moyd,DEM,1,0,0,0,0,0,1
Clarendon,Barrows Mill,State House,64,Arthur Moyd,DEM,1,0,0,0,0,0,1
Clarendon,Bloomville,State House,64,Arthur Moyd,DEM,5,3,0,0,0,0,2
Clarendon,Calvary,State House,64,Arthur Moyd,DEM,9,6,0,0,0,1,2
Clarendon,Davis Station,State House,64,Arthur Moyd,DEM,35,15,0,0,0,3,17
Clarendon,Harmony,State House,64,Arthur Moyd,DEM,16,3,0,0,0,1,12
Clarendon,Hicks,State House,64,Arthur Moyd,DEM,3,1,0,0,0,0,2
Clarendon,Home Branch,State House,64,Arthur Moyd,DEM,0,0,0,0,0,0,0
Clarendon,Jordan,State House,64,Arthur Moyd,DEM,32,14,0,0,0,4,14
Clarendon,Manning No. 1,State House,64,Arthur Moyd,DEM,25,12,0,0,0,0,13
Clarendon,Manning No. 2,State House,64,Arthur Moyd,DEM,14,7,0,0,0,0,7
Clarendon,Manning No. 3,State House,64,Arthur Moyd,DEM,34,14,0,0,0,0,20
Clarendon,Manning No. 4,State House,64,Arthur Moyd,DEM,49,28,0,0,0,4,17
Clarendon,Manning No. 5,State House,64,Arthur Moyd,DEM,20,11,0,0,0,1,8
Clarendon,New Zion,State House,64,Arthur Moyd,DEM,3,0,0,0,0,0,3
Clarendon,Paxville,State House,64,Arthur Moyd,DEM,27,10,0,0,0,0,17
Clarendon,Panola,State House,64,Arthur Moyd,DEM,3,2,0,0,0,0,1
Clarendon,Sardina-Gable,State House,64,Arthur Moyd,DEM,10,0,0,0,0,0,10
Clarendon,Summerton No. 1,State House,64,Arthur Moyd,DEM,32,11,0,0,0,4,17
Clarendon,Summerton No. 2,State House,64,Arthur Moyd,DEM,7,3,0,0,0,1,3
Clarendon,Summerton No. 3,State House,64,Arthur Moyd,DEM,29,13,0,0,0,5,11
Clarendon,Turbeville,State House,64,Arthur Moyd,DEM,13,5,0,0,0,0,8
Clarendon,Wilson Foreston,State House,64,Arthur Moyd,DEM,22,12,0,0,0,1,9
Clarendon,Oakdale,State House,64,Arthur Moyd,DEM,7,2,0,0,0,0,5
Clarendon,Failsafe,State House,64,Arthur Moyd,DEM,0,0,0,0,0,0,0
Clarendon,Provisional,State House,64,Arthur Moyd,DEM,1,0,0,1,0,0,0
Clarendon,Failsafe Provisional,State House,64,Arthur Moyd,DEM,0,0,0,0,0,0,0
Saluda,Centennial,U.S. House,3,Bryon L Best,DEM,5,1,0,0,0,0,4
Saluda,Fruit Hill,U.S. House,3,Bryon L Best,DEM,35,17,0,0,0,0,18
Saluda,Higgins/Zoar,U.S. House,3,Bryon L Best,DEM,10,3,0,0,0,0,7
Saluda,Holly,U.S. House,3,Bryon L Best,DEM,1,0,0,0,0,0,1
Saluda,Hollywood,U.S. House,3,Bryon L Best,DEM,4,1,0,0,0,0,3
Saluda,Holstons,U.S. House,3,Bryon L Best,DEM,13,4,0,0,0,1,8
Saluda,Pleasant Grove,U.S. House,3,Bryon L Best,DEM,4,0,0,0,0,0,4
Saluda,Richland,U.S. House,3,Bryon L Best,DEM,5,2,0,0,0,0,3
Saluda,Ridge Spring/Monetta,U.S. House,3,Bryon L Best,DEM,41,2,0,0,0,2,37
Saluda,Saluda No. 1,U.S. House,3,Bryon L Best,DEM,61,23,0,0,0,0,38
Saluda,Saluda No. 2,U.S. House,3,Bryon L Best,DEM,15,4,0,0,0,0,11
Saluda,Sardis,U.S. House,3,Bryon L Best,DEM,4,1,0,0,0,0,3
Saluda,Ward,U.S. House,3,Bryon L Best,DEM,21,8,0,0,0,0,13
Saluda,Failsafe,U.S. House,3,Bryon L Best,DEM,0,0,0,0,0,0,0
Saluda,Provisional,U.S. House,3,Bryon L Best,DEM,0,0,0,0,0,0,0
Saluda,Failsafe Provisional,U.S. House,3,Bryon L Best,DEM,0,0,0,0,0,0,0
Saluda,Centennial,U.S. House,3,Frances Guldner,DEM,2,1,0,0,0,0,1
Saluda,Fruit Hill,U.S. House,3,Frances Guldner,DEM,11,3,0,0,0,0,8
Saluda,Higgins/Zoar,U.S. House,3,Frances Guldner,DEM,4,0,0,0,0,0,4
Saluda,Holly,U.S. House,3,Frances Guldner,DEM,6,0,0,0,0,0,6
Saluda,Hollywood,U.S. House,3,Frances Guldner,DEM,9,3,0,0,0,0,6
Saluda,Holstons,U.S. House,3,Frances Guldner,DEM,5,1,0,0,0,0,4
Saluda,Pleasant Grove,U.S. House,3,Frances Guldner,DEM,12,4,0,0,0,0,8
Saluda,Richland,U.S. House,3,Frances Guldner,DEM,9,4,0,0,0,0,5
Saluda,Ridge Spring/Monetta,U.S. House,3,Frances Guldner,DEM,10,1,0,0,0,0,9
Saluda,Saluda No. 1,U.S. House,3,Frances Guldner,DEM,12,5,0,0,0,1,6
Saluda,Saluda No. 2,U.S. House,3,Frances Guldner,DEM,5,2,0,0,0,0,3
Saluda,Sardis,U.S. House,3,Frances Guldner,DEM,4,1,0,0,0,0,3
Saluda,Ward,U.S. House,3,Frances Guldner,DEM,11,4,0,0,0,0,7
Saluda,Failsafe,U.S. House,3,Frances Guldner,DEM,0,0,0,0,0,0,0
Saluda,Provisional,U.S. House,3,Frances Guldner,DEM,0,0,0,0,0,0,0
Saluda,Failsafe Provisional,U.S. House,3,Frances Guldner,DEM,0,0,0,0,0,0,0
Saluda,Centennial,U.S. House,3,Sheri Biggs,REP,41,8,0,0,0,0,33
Saluda,Fruit Hill,U.S. House,3,Sheri Biggs,REP,49,7,0,0,0,0,42
Saluda,Higgins/Zoar,U.S. House,3,Sheri Biggs,REP,40,14,0,0,0,0,26
Saluda,Holly,U.S. House,3,Sheri Biggs,REP,137,26,0,0,0,0,111
Saluda,Hollywood,U.S. House,3,Sheri Biggs,REP,83,23,0,0,0,1,59
Saluda,Holstons,U.S. House,3,Sheri Biggs,REP,42,5,0,0,0,0,37
Saluda,Pleasant Grove,U.S. House,3,Sheri Biggs,REP,77,16,0,0,0,0,61
Saluda,Richland,U.S. House,3,Sheri Biggs,REP,47,13,0,0,0,0,34
Saluda,Ridge Spring/Monetta,U.S. House,3,Sheri Biggs,REP,23,4,0,0,0,0,19
Saluda,Saluda No. 1,U.S. House,3,Sheri Biggs,REP,41,14,0,0,0,0,27
Saluda,Saluda No. 2,U.S. House,3,Sheri Biggs,REP,85,36,0,0,0,0,49
Saluda,Sardis,U.S. House,3,Sheri Biggs,REP,95,24,0,0,0,1,70
Saluda,Ward,U.S. House,3,Sheri Biggs,REP,18,5,0,0,0,0,13
Saluda,Failsafe,U.S. House,3,Sheri Biggs,REP,0,0,0,0,0,0,0
Saluda,Provisional,U.S. House,3,Sheri Biggs,REP,0,0,0,0,0,0,0
Saluda,Failsafe Provisional,U.S. House,3,Sheri Biggs,REP,0,0,0,0,0,0,0
Saluda,Centennial,U.S. House,3,Kevin Bishop,REP,15,4,0,0,0,0,11
Saluda,Fruit Hill,U.S. House,3,Kevin Bishop,REP,12,2,0,0,0,0,10
Saluda,Higgins/Zoar,U.S. House,3,Kevin Bishop,REP,20,2,0,0,0,0,18
Saluda,Holly,U.S. House,3,Kevin Bishop,REP,59,5,0,0,0,0,54
Saluda,Hollywood,U.S. House,3,Kevin Bishop,REP,71,8,0,0,0,0,63
Saluda,Holstons,U.S. House,3,Kevin Bishop,REP,29,6,0,0,0,0,23
Saluda,Pleasant Grove,U.S. House,3,Kevin Bishop,REP,33,4,0,0,0,0,29
Saluda,Richland,U.S. House,3,Kevin Bishop,REP,27,3,0,0,0,0,24
Saluda,Ridge Spring/Monetta,U.S. House,3,Kevin Bishop,REP,21,1,0,0,0,0,20
Saluda,Saluda No. 1,U.S. House,3,Kevin Bishop,REP,29,11,0,0,0,0,18
Saluda,Saluda No. 2,U.S. House,3,Kevin Bishop,REP,29,10,0,0,0,0,19
Saluda,Sardis,U.S. House,3,Kevin Bishop,REP,42,12,0,0,0,0,30
Saluda,Ward,U.S. House,3,Kevin Bishop,REP,13,5,0,0,0,0,8
Saluda,Failsafe,U.S. House,3,Kevin Bishop,REP,0,0,0,0,0,0,0
Saluda,Provisional,U.S. House,3,Kevin Bishop,REP,0,0,0,0,0,0,0
Saluda,Failsafe Provisional,U.S. House,3,Kevin Bishop,REP,0,0,0,0,0,0,0
Saluda,Centennial,U.S. House,3,Mark Burns,REP,43,5,0,0,0,0,38
Saluda,Fruit Hill,U.S. House,3,Mark Burns,REP,77,10,0,0,0,0,67
Saluda,Higgins/Zoar,U.S. House,3,Mark Burns,REP,35,7,0,0,0,0,28
Saluda,Holly,U.S. House,3,Mark Burns,REP,71,4,0,0,0,0,67
Saluda,Hollywood,U.S. House,3,Mark Burns,REP,100,16,0,0,0,0,84
Saluda,Holstons,U.S. House,3,Mark Burns,REP,19,2,0,0,0,0,17
Saluda,Pleasant Grove,U.S. House,3,Mark Burns,REP,71,15,0,0,0,0,56
Saluda,Richland,U.S. House,3,Mark Burns,REP,40,7,0,0,0,0,33
Saluda,Ridge Spring/Monetta,U.S. House,3,Mark Burns,REP,18,3,0,0,0,0,15
Saluda,Saluda No. 1,U.S. House,3,Mark Burns,REP,42,12,0,0,0,0,30
Saluda,Saluda No. 2,U.S. House,3,Mark Burns,REP,67,21,0,0,0,0,46
Saluda,Sardis,U.S. House,3,Mark Burns,REP,102,15,0,0,0,1,86
Saluda,Ward,U.S. House,3,Mark Burns,REP,15,3,0,0,0,1,11
Saluda,Failsafe,U.S. House,3,Mark Burns,REP,0,0,0,0,0,0,0
Saluda,Provisional,U.S. House,3,Mark Burns,REP,0,0,0,0,0,0,0
